mapping_id,parent_id,depth
216,3,2
217,3,2
218,3,2
219,3,2
220,3,2
221,3,2
222,3,2
223,3,2
224,3,2
225,3,2
226,3,2
227,3,2
228,3,2
229,3,2
230,3,2
231,3,2
232,3,2
233,3,2
234,3,2
235,3,2
236,3,2
237,3,2
238,3,2
239,3,2
240,3,2
241,3,2
242,3,2
243,3,2
244,3,2
245,3,2
246,3,2
247,3,2
248,3,2
249,3,2
250,3,2
251,3,2
252,3,2
253,3,2
254,3,2
255,3,2
256,3,2
257,3,2
258,3,2
259,3,2
260,3,2
261,3,2
262,3,2
263,3,2
264,3,2
265,3,2
266,3,2
267,3,2
268,3,2
269,3,2
270,3,2
271,3,2
272,3,2
273,3,2
274,3,2
275,3,2
276,3,2
277,3,2
278,3,2
279,3,2
280,3,2
281,3,2
282,3,2
283,3,2
284,3,2
285,3,2
286,3,2
287,3,2
288,3,2
289,3,2
290,3,2
291,3,2
292,3,2
293,3,2
294,3,2
295,3,2
296,3,2
297,3,2
298,3,2
299,3,2
300,3,2
301,3,2
302,3,2
303,3,2
304,3,2
305,3,2
306,3,2
307,3,2
308,3,2
309,3,2
310,3,2
311,3,2
312,3,2
313,3,2
314,3,2
315,3,2
316,3,2
317,3,2
318,3,2
319,3,2
320,3,2
321,3,2
322,3,2
323,3,2
324,3,2
325,3,2
326,3,2
327,3,2
328,3,2
329,3,2
330,3,2
331,3,2
332,3,2
333,3,2
334,3,2
335,3,2
336,3,2
337,3,2
338,3,2
339,3,2
340,3,2
341,3,2
342,3,2
343,3,2
344,3,2
345,3,2
346,3,2
347,3,2
348,3,2
349,3,2
350,3,2
351,3,2
352,3,2
353,3,2
354,3,2
355,3,2
356,3,2
357,3,2
358,3,2
359,3,2
360,3,2
361,3,2
362,3,2
363,3,2
364,3,2
365,3,2
366,3,2
367,3,2
368,3,2
369,3,2
370,3,2
371,3,2
372,3,2
373,3,2
374,3,2
375,3,2
376,4,1
377,4,2
378,4,2
379,4,2
380,4,2
381,4,2
382,4,2
383,4,2
384,4,2
385,4,2
386,4,2
387,4,2
388,4,2
389,4,2
390,4,2
391,4,2
392,4,2
393,4,2
394,4,2
395,4,2
396,4,2
397,4,2
398,4,2
399,4,2
400,4,2
401,4,2
402,4,2
403,4,2
404,4,2
405,4,2
406,4,2
407,4,2
408,4,2
409,4,2
410,4,2
411,4,2
412,4,2
413,4,2
414,4,2
415,4,2
416,4,2
417,4,2
418,4,2
419,4,2
420,4,2
421,4,2
422,4,2
423,4,2
424,4,2
425,4,2
426,4,2
427,5,1
428,5,2
429,5,2
430,5,2
431,5,2
432,5,2
433,5,2
434,5,2
435,5,2
436,5,2
437,5,2
438,5,2
439,5,2
440,5,2
441,5,2
442,5,2
443,5,2
444,5,2
445,5,2
446,5,2
447,5,2
448,5,2
449,5,2
450,5,2
451,6,1
452,6,2
453,6,2
454,6,2
455,6,2
456,6,2
457,6,2
458,6,2
459,6,2
460,6,2
461,6,2
462,0,2
463,6,2
464,6,2
465,6,2
466,6,2
467,6,2
468,6,2
469,6,2
470,6,2
471,6,2
472,6,2
473,7,1
474,7,2
475,7,2
476,7,2
477,7,2
478,7,2
479,7,2
480,7,2
481,7,2
482,7,2
483,7,2
484,7,2
485,7,2
486,7,2
487,7,2
488,7,2
489,7,2
490,7,2
491,7,2
492,7,2
493,7,2
494,7,2
495,7,2
496,7,2
497,7,2
498,7,2
499,7,2
500,7,2
501,7,2
502,7,2
503,7,2
504,7,2
505,7,2
506,7,2
507,7,2
508,7,2
509,7,2
510,7,2
511,7,2
512,7,2
513,7,2
514,7,2
515,7,2
516,7,2
517,7,2
518,7,2
519,7,2
520,7,2
521,7,2
522,7,2
523,7,2
524,7,2
525,7,2
526,7,2
527,7,2
528,7,2
529,7,2
530,7,2
531,7,2
532,7,2
533,7,2
534,7,2
535,7,2
536,7,2
537,7,2
538,7,2
539,7,2
540,7,2
541,7,2
542,7,2
543,7,2
544,7,2
545,7,2
546,7,2
547,7,2
548,7,2
549,7,2
550,7,2
551,7,2
552,7,2
553,7,2
554,7,2
555,7,2
556,7,2
557,7,2
558,7,2
559,7,2
560,7,2
561,7,2
562,7,2
563,7,2
564,7,2
565,7,2
566,7,2
567,7,2
568,7,2
569,7,2
570,7,2
571,7,2
572,7,2
573,7,2
574,7,2
575,8,1
576,8,2
577,8,2
578,8,2
579,8,2
580,8,2
581,8,2
582,8,2
583,8,2
584,8,2
585,8,2
586,8,2
587,8,2
588,8,2
589,8,2
590,8,2
591,8,2
592,8,2
593,8,2
594,8,2
595,8,2
596,8,2
597,8,2
598,8,2
599,8,2
600,8,2
601,8,2
602,8,2
603,8,2
604,8,2
605,8,2
606,8,2
607,8,2
608,8,2
609,8,2
610,8,2
611,8,2
612,8,2
613,8,2
614,8,2
615,8,2
616,8,2
617,8,2
618,8,2
619,8,2
620,8,2
621,8,2
622,8,2
623,8,2
624,8,2
625,8,2
626,8,2
627,8,2
628,8,2
629,8,2
630,8,2
631,8,2
632,8,2
633,8,2
634,8,2
635,8,2
636,8,2
637,8,2
638,8,2
639,8,2
640,8,2
641,8,2
642,8,2
643,8,2
644,8,2
645,8,2
646,8,2
647,8,2
648,8,2
649,8,2
650,8,2
651,8,2
652,8,2
653,8,2
654,8,2
655,8,2
656,8,2
657,8,2
658,8,2
659,8,2
660,8,2
661,8,2
662,8,2
663,8,2
664,8,2
665,8,2
666,9,1
667,9,2
668,9,2
669,9,2
670,9,2
671,9,2
672,9,2
673,9,2
674,9,2
675,9,2
676,9,2
677,9,2
678,9,2
679,9,2
680,9,2
681,9,2
682,9,2
683,9,2
684,9,2
685,9,2
686,9,2
687,9,2
688,9,2
689,9,2
690,9,2
691,9,2
692,9,2
693,9,2
694,9,2
695,9,2
696,9,2
697,9,2
698,9,2
699,9,2
700,9,2
701,9,2
702,9,2
703,9,2
704,9,2
705,9,2
706,9,2
707,9,2
708,9,2
709,9,2
710,9,2
711,9,2
712,9,2
713,9,2
714,9,2
715,9,2
716,9,2
717,9,2
718,9,2
719,9,2
720,9,2
721,9,2
722,9,2
723,9,2
724,9,2
725,9,2
726,9,2
727,9,2
728,10,1
729,10,2
730,10,2
731,10,2
732,10,2
733,10,2
734,10,2
735,10,2
736,10,2
737,10,2
738,10,2
739,10,2
740,10,2
741,10,2
742,10,2
743,10,2
744,10,2
745,10,2
746,10,2
747,10,2
748,10,2
749,10,2
750,10,2
751,10,2
752,10,2
753,10,2
754,10,2
755,10,2
756,10,2
757,10,2
758,10,2
759,10,2
760,10,2
761,10,2
762,10,2
763,10,2
764,10,2
765,10,2
766,11,1
767,11,2
768,11,2
769,11,2
770,11,2
771,11,2
772,11,2
773,11,2
774,11,2
775,11,2
776,11,2
777,11,2
778,11,2
779,11,2
780,11,2
781,11,2
782,11,2
783,11,2
784,11,2
785,11,2
786,11,2
787,11,2
788,11,2
789,11,2
790,11,2
791,11,2
792,11,2
793,11,2
794,11,2
795,11,2
796,11,2
797,11,2
798,11,2
799,11,2
800,11,2
801,11,2
802,11,2
803,11,2
804,11,2
805,12,1
806,12,2
807,12,2
808,12,2
809,12,2
810,12,2
811,12,2
812,12,2
813,12,2
814,12,2
815,12,2
816,12,2
817,12,2
818,12,2
819,12,2
820,12,2
821,12,2
822,12,2
823,12,2
824,12,2
825,12,2
826,12,2
827,12,2
828,12,2
829,12,2
830,12,2
831,12,2
832,12,2
833,12,2
834,12,2
835,12,2
836,12,2
837,12,2
838,12,2
839,12,2
840,12,2
841,12,2
842,12,2
843,12,2
844,12,2
845,12,2
846,12,2
847,12,2
848,12,2
849,12,2
850,12,2
851,12,2
852,12,2
853,12,2
854,12,2
855,12,2
856,12,2
857,12,2
858,12,2
859,12,2
860,12,2
861,12,2
862,12,2
863,12,2
864,12,2
865,12,2
866,12,2
867,12,2
868,12,2
869,12,2
870,12,2
871,12,2
872,12,2
873,12,2
874,12,2
875,13,1
876,13,2
877,13,2
878,13,2
879,13,2
880,13,2
881,13,2
882,13,2
883,13,2
884,13,2
885,13,2
886,13,2
887,13,2
888,13,2
889,13,2
890,13,2
891,13,2
892,14,1
893,14,2
894,14,2
895,14,2
896,14,2
897,14,2
898,14,2
899,14,2
900,15,1
901,15,2
902,15,2
903,15,2
904,15,2
905,15,2
906,15,2
907,15,2
908,15,2
909,15,2
910,15,2
911,15,2
912,15,2
913,15,2
914,15,2
915,15,2
916,15,2
917,15,2
918,15,2
919,15,2
920,15,2
921,15,2
922,15,2
923,15,2
924,15,2
925,15,2
926,15,2
927,15,2
928,15,2
929,15,2
930,15,2
931,15,2
932,15,2
933,15,2
934,15,2
935,15,2
936,15,2
937,15,2
938,15,2
939,15,2
940,15,2
941,15,2
942,15,2
943,15,2
944,15,2
945,15,2
946,15,2
947,15,2
948,15,2
949,15,2
950,15,2
951,15,2
952,15,2
953,15,2
954,15,2
955,15,2
956,15,2
957,15,2
958,15,2
959,15,2
960,15,2
961,15,2
962,15,2
963,15,2
964,15,2
965,15,2
966,15,2
967,15,2
968,15,2
969,15,2
970,15,2
971,15,2
972,15,2
973,16,1
974,16,2
975,16,2
976,16,2
977,16,2
978,16,2
979,16,2
980,16,2
981,16,2
982,16,2
983,16,2
984,16,2
985,16,2
986,16,2
987,16,2
988,16,2
989,16,2
990,16,2
991,16,2
992,16,2
993,16,2
994,16,2
995,16,2
996,16,2
997,16,2
998,16,2
999,16,2
1000,16,2
1001,16,2
1002,16,2
1003,16,2
1004,16,2
1005,16,2
1006,16,2
1007,16,2
1008,16,2
1009,16,2
1010,16,2
1011,16,2
1012,16,2
1013,16,2
1014,16,2
1015,16,2
1016,16,2
1017,16,2
1018,16,2
1019,16,2
1020,16,2
1021,16,2
1022,16,2
1023,16,2
1024,16,2
1025,17,2
1026,17,2
1027,17,2
1028,17,2
1029,17,2
1030,17,2
1031,17,2
1032,17,2
1033,17,2
1034,17,2
1035,17,2
1036,17,2
1037,17,2
1038,17,2
1039,17,2
1040,17,2
1041,17,2
1042,17,2
1043,17,2
1044,17,2
1045,17,2
1046,17,2
1047,17,2
1048,17,2
1049,17,2
1050,17,2
1051,18,1
1052,18,2
1053,18,2
1054,18,2
1055,18,2
1056,18,2
1057,18,2
1058,18,2
1059,18,2
1060,18,2
1061,18,2
1062,18,2
1063,18,2
1064,18,2
1065,18,2
1066,19,1
1067,19,2
1068,19,2
1069,19,2
1070,19,2
1071,19,2
1072,19,2
1073,19,2
1074,19,2
1075,19,2
1076,19,2
1077,19,2
1078,19,2
1079,19,2
1080,19,2
1081,19,2
1082,19,2
1083,19,2
1084,19,2
1085,19,2
1086,19,2
1087,19,2
1088,19,2
1089,19,2
1090,19,2
1091,19,2
1092,19,2
1093,19,2
1094,20,1
1095,20,2
1096,20,2
1097,20,2
1098,20,2
1099,20,2
1100,20,2
1101,20,2
1102,20,2
1103,20,2
1104,20,2
1105,20,2
1106,20,2
1107,20,2
1108,20,2
1109,20,2
1110,20,2
1111,20,2
1112,20,2
1113,20,2
1114,20,2
1115,20,2
1116,20,2
1117,20,2
1118,20,2
1119,20,2
1120,20,2
1121,20,2
1122,20,2
1123,20,2
1124,20,2
1125,20,2
1126,20,2
1127,20,2
1128,20,2
1129,20,2
1130,20,2
1131,20,2
1132,20,2
1133,20,2
1134,20,2
1135,20,2
1136,20,2
1137,20,2
1138,20,2
1139,20,2
1140,20,2
1141,20,2
1142,20,2
1143,20,2
1144,20,2
1145,20,2
1146,20,2
1147,20,2
1148,20,2
1149,20,2
1150,20,2
1151,20,2
1152,20,2
1153,20,2
1154,20,2
1155,20,2
1156,20,2
1157,20,2
1158,20,2
1159,20,2
1160,20,2
1161,20,2
1162,20,2
1163,20,2
1164,20,2
1165,20,2
1166,20,2
1167,20,2
1168,20,2
1169,20,2
1170,20,2
1171,20,2
1172,20,2
1173,20,2
1174,20,2
1175,20,2
1176,20,2
1177,20,2
1178,20,2
1179,20,2
1180,20,2
1181,20,2
1182,20,2
1183,20,2
1184,21,1
1185,21,2
1186,21,2
1187,21,2
1188,21,2
1189,21,2
1190,21,2
1191,21,2
1192,21,2
1193,21,2
1194,21,2
1195,21,2
1196,21,2
1197,21,2
1198,21,2
1199,21,2
1200,21,2
1201,21,2
1202,21,2
1203,21,2
1204,21,2
1205,21,2
1206,21,2
1207,21,2
1208,21,2
1209,21,2
1210,21,2
1211,21,2
1212,22,1
1213,22,2
1214,22,2
1215,22,2
1216,22,2
1217,22,2
1218,22,2
1219,22,2
1220,22,2
1221,22,2
1222,22,2
1223,22,2
1224,22,2
1225,22,2
1226,22,2
1227,22,2
1228,22,2
1229,22,2
1230,22,2
1231,22,2
1232,22,2
1233,22,2
1234,22,2
1235,22,2
1236,22,2
1237,22,2
1238,22,2
1239,22,2
1240,22,2
1241,22,2
1242,22,2
1243,22,2
1244,22,2
1245,22,2
1246,22,2
1247,22,2
1248,22,2
1249,22,2
1250,22,2
1251,22,2
1252,22,2
1253,22,2
1254,22,2
1255,22,2
1256,22,2
1257,22,2
1258,22,2
1259,22,2
1260,22,2
1261,22,2
1262,22,2
1263,22,2
1264,22,2
1265,22,2
1266,22,2
1267,22,2
1268,22,2
1269,22,2
1270,22,2
1271,22,2
1272,22,2
1273,22,2
1274,22,2
1275,22,2
1276,22,2
1277,22,2
1278,22,2
1279,22,2
1280,22,2
1281,22,2
1282,22,2
1283,22,2
1284,22,2
1285,22,2
1286,22,2
1287,22,2
1288,22,2
1289,22,2
1290,22,2
1291,22,2
1292,22,2
1293,22,2
1294,22,2
1295,22,2
1296,22,2
1297,22,2
1298,22,2
1299,22,2
1300,22,2
1301,22,2
1302,22,2
1303,22,2
1304,22,2
1305,22,2
1306,22,2
1307,22,2
1308,22,2
1309,22,2
1310,22,2
1311,22,2
1312,22,2
1313,22,2
1314,22,2
1315,22,2
1316,22,2
1317,22,2
1318,22,2
1319,22,2
1320,22,2
1321,22,2
1322,22,2
1323,23,1
1324,23,2
1325,23,2
1326,23,2
1327,23,2
1328,23,2
1329,23,2
1330,23,2
1331,23,2
1332,23,2
1333,23,2
1334,23,2
1335,23,2
1336,23,2
1337,23,2
1338,23,2
1339,23,2
1340,23,2
1341,23,2
1342,23,2
1343,23,2
1344,23,2
1345,23,2
1346,23,2
1347,23,2
1348,23,2
1349,23,2
1350,23,2
1351,23,2
1352,23,2
1353,24,1
1354,24,2
1355,24,2
1356,24,2
1357,24,2
1358,24,2
1359,24,2
1360,24,2
1361,24,2
1362,24,2
1363,24,2
1364,24,2
1365,24,2
1366,24,2
1367,24,2
1368,24,2
1369,24,2
1370,24,2
1371,24,2
1372,24,2
1373,24,2
1374,24,2
1375,24,2
1376,24,2
1377,25,1
1378,25,2
1379,25,2
1380,25,2
1381,25,2
1382,25,2
1383,25,2
1384,25,2
1385,25,2
1386,25,2
1387,25,2
1388,25,2
1389,25,2
1390,25,2
1391,25,2
1392,25,2
1393,25,2
1394,25,2
1395,25,2
1396,25,2
1397,25,2
1398,25,2
1399,25,2
1400,25,2
1401,25,2
1402,25,2
1403,25,2
1404,25,2
1405,25,2
1406,25,2
1407,25,2
1408,25,2
1409,25,2
1410,25,2
1411,25,2
1412,25,2
1413,25,2
1414,25,2
1415,25,2
1416,25,2
1417,25,2
1418,25,2
1419,25,2
1420,25,2
1421,25,2
1422,25,2
1423,25,2
1424,25,2
1425,25,2
1426,25,2
1427,25,2
1428,25,2
1429,25,2
1430,25,2
1431,25,2
1432,25,2
1433,25,2
1434,25,2
1435,25,2
1436,25,2
1437,25,2
1438,25,2
1439,25,2
1440,25,2
1441,25,2
1442,25,2
1443,25,2
1444,25,2
1445,25,2
1446,25,2
1447,25,2
1448,25,2
1449,25,2
1450,25,2
1451,25,2
1452,25,2
1453,25,2
1454,25,2
1455,25,2
1456,25,2
1457,25,2
1458,25,2
1459,25,2
1460,25,2
1461,25,2
1462,25,2
1463,25,2
1464,25,2
1465,25,2
1466,25,2
1467,25,2
1468,25,2
1469,25,2
1470,25,2
1471,25,2
1472,25,2
1473,26,1
1474,26,2
1475,26,2
1476,26,2
1477,26,2
1478,26,2
1479,26,2
1480,26,2
1481,26,2
1482,26,2
1483,26,2
1484,26,2
1485,26,2
1486,26,2
1487,26,2
1488,26,2
1489,26,2
1490,26,2
1491,26,2
1492,26,2
1493,26,2
1494,26,2
1495,26,2
1496,26,2
1497,26,2
1498,26,2
1499,26,2
1500,26,2
1501,26,2
1502,26,2
1503,26,2
1504,26,2
1505,26,2
1506,26,2
1507,26,2
1508,26,2
1509,26,2
1510,26,2
1511,26,2
1512,26,2
1513,26,2
1514,26,2
1515,26,2
1516,26,2
1517,26,2
1518,26,2
1519,26,2
1520,26,2
1521,26,2
1522,26,2
1523,27,1
1524,27,2
1525,27,2
1526,27,2
1527,27,2
1528,27,2
1529,27,2
1530,27,2
1531,27,2
1532,27,2
1533,27,2
1534,27,2
1535,27,2
1536,27,2
1537,27,2
1538,27,2
1539,27,2
1540,27,2
1541,27,2
1542,27,2
1543,27,2
1544,27,2
1545,27,2
1546,27,2
1547,27,2
1548,27,2
1549,27,2
1550,27,2
1551,27,2
1552,27,2
1553,27,2
1554,27,2
1555,27,2
1556,27,2
1557,27,2
1558,27,2
1559,27,2
1560,27,2
1561,27,2
1562,27,2
1563,27,2
1564,27,2
1565,27,2
1566,27,2
1567,27,2
1568,27,2
1569,27,2
1570,27,2
1571,27,2
1572,27,2
1573,27,2
1574,27,2
1575,27,2
1576,27,2
1577,27,2
1578,27,2
1579,27,2
1580,27,2
1581,27,2
1582,27,2
1583,27,2
1584,27,2
1585,27,2
1586,27,2
1587,27,2
1588,27,2
1589,27,2
1590,27,2
1591,27,2
1592,27,2
1593,27,2
1594,27,2
1595,27,2
1596,27,2
1597,27,2
1598,27,2
1599,27,2
1600,27,2
1601,27,2
1602,27,2
1603,27,2
1604,27,2
1605,27,2
1606,27,2
1607,27,2
1608,27,2
1609,27,2
1610,27,2
1611,27,2
1612,27,2
1613,27,2
1614,27,2
1615,27,2
1616,27,2
1617,27,2
1618,27,2
1619,27,2
1620,27,2
1621,27,2
1622,27,2
1623,27,2
1624,27,2
1625,27,2
1626,27,2
1627,27,2
1628,27,2
1629,27,2
1630,27,2
1631,27,2
1632,27,2
1633,27,2
1634,27,2
1635,27,2
1636,27,2
1637,27,2
1638,27,2
1639,27,2
1640,27,2
1641,27,2
1642,27,2
1643,27,2
1644,27,2
1645,27,2
1646,27,2
1647,27,2
1648,27,2
1649,27,2
1650,27,2
1651,27,2
1652,27,2
1653,27,2
1654,27,2
1655,27,2
1656,28,1
1657,28,2
1658,28,2
1659,28,2
1660,28,2
1661,28,2
1662,28,2
1663,28,2
1664,28,2
1665,28,2
1666,28,2
1667,28,2
1668,28,2
1669,28,2
1670,28,2
1671,28,2
1672,28,2
1673,28,2
1674,28,2
1675,28,2
1676,28,2
1677,28,2
1678,28,2
1679,28,2
1680,28,2
1681,28,2
1682,28,2
1683,28,2
1684,28,2
1685,28,2
1686,28,2
1687,28,2
1688,28,2
1689,28,2
1690,28,2
1691,28,2
1692,28,2
1693,28,2
1694,28,2
1695,28,2
1696,28,2
1697,28,2
1698,28,2
1699,28,2
1700,28,2
1701,28,2
1702,28,2
1703,28,2
1704,28,2
1705,28,2
1706,28,2
1707,28,2
1708,28,2
1709,28,2
1710,28,2
1711,28,2
1712,28,2
1713,28,2
1714,28,2
1715,28,2
1716,28,2
1717,28,2
1718,28,2
1719,28,2
1720,28,2
1721,28,2
1722,28,2
1723,28,2
1724,28,2
1725,28,2
1726,28,2
1727,28,2
1728,28,2
1729,28,2
1730,28,2
1731,28,2
1732,28,2
1733,28,2
1734,28,2
1735,28,2
1736,28,2
1737,28,2
1738,28,2
1739,28,2
1740,28,2
1741,28,2
1742,28,2
1743,28,2
1744,28,2
1745,28,2
1746,28,2
1747,28,2
1748,28,2
1749,28,2
1750,28,2
1751,28,2
1752,28,2
1753,28,2
1754,28,2
1755,28,2
1756,28,2
1757,28,2
1758,28,2
1759,28,2
1760,28,2
1761,28,2
1762,28,2
1763,28,2
1764,28,2
1765,28,2
1766,28,2
1767,28,2
1768,28,2
1769,28,2
1770,28,2
1771,28,2
1772,28,2
1773,28,2
1774,28,2
1775,28,2
1776,28,2
1777,28,2
1778,28,2
1779,28,2
1780,28,2
1781,28,2
1782,28,2
1783,28,2
1784,28,2
1785,28,2
1786,28,2
1787,28,2
1788,28,2
1789,28,2
1790,28,2
1791,28,2
1792,28,2
1793,28,2
1794,28,2
1795,28,2
1796,28,2
1797,28,2
1798,28,2
1799,28,2
1800,28,2
1801,28,2
1802,28,2
1803,28,2
1804,28,2
1805,28,2
1806,28,2
1807,28,2
1808,28,2
1809,28,2
1810,28,2
1811,28,2
1812,28,2
1813,28,2
1814,28,2
1815,28,2
1816,28,2
1817,28,2
1818,28,2
1819,28,2
1820,28,2
1821,28,2
1822,28,2
1823,28,2
1824,28,2
1825,28,2
1826,28,2
1827,28,2
1828,28,2
1829,28,2
1830,28,2
1831,28,2
1832,28,2
1833,28,2
1834,28,2
1835,28,2
1836,28,2
1837,28,2
1838,28,2
1839,28,2
1840,28,2
1841,28,2
1842,28,2
1843,28,2
1844,28,2
1845,28,2
1846,28,2
1847,28,2
1848,28,2
1849,28,2
1850,28,2
1851,28,2
1852,28,2
1853,28,2
1854,28,2
1855,28,2
1856,28,2
1857,28,2
1858,28,2
1859,28,2
1860,28,2
1861,28,2
1862,28,2
1863,28,2
1864,28,2
1865,28,2
1866,28,2
1867,28,2
1868,28,2
1869,28,2
1870,28,2
1871,28,2
1872,28,2
1873,28,2
1874,28,2
1875,28,2
1876,28,2
1877,28,2
1878,28,2
1879,28,2
1880,28,2
1881,28,2
1882,28,2
1883,28,2
1884,28,2
1885,28,2
1886,28,2
1887,28,2
1888,28,2
1889,28,2
1890,28,2
1891,28,2
1892,28,2
1893,28,2
1894,28,2
1895,28,2
1896,28,2
1897,28,2
1898,28,2
1899,28,2
1900,28,2
1901,28,2
1902,28,2
1903,29,1
1904,29,2
1905,29,2
1906,29,2
1907,29,2
1908,29,2
1909,29,2
1910,29,2
1911,29,2
1912,29,2
1913,29,2
1914,29,2
1915,29,2
1916,29,2
1917,29,2
1918,29,2
1919,29,2
1920,29,2
1921,29,2
1922,29,2
1923,29,2
1924,29,2
1925,29,2
1926,29,2
1927,29,2
1928,29,2
1929,29,2
1930,29,2
1931,29,2
1932,29,2
1933,29,2
1934,29,2
1935,29,2
1936,29,2
1937,29,2
1938,29,2
1939,29,2
1940,29,2
1941,29,2
1942,29,2
1943,29,2
1944,29,2
1945,29,2
1946,29,2
1947,29,2
1948,29,2
1949,29,2
1950,29,2
1951,29,2
1952,29,2
1953,29,2
1954,29,2
1955,29,2
1956,29,2
1957,29,2
1958,29,2
1959,29,2
1960,29,2
1961,29,2
1962,29,2
1963,29,2
1964,29,2
1965,29,2
1966,29,2
1967,29,2
1968,29,2
1969,29,2
1970,29,2
1971,29,2
1972,29,2
1973,29,2
1974,29,2
1975,29,2
1976,29,2
1977,29,2
1978,29,2
1979,29,2
1980,29,2
1981,29,2
1982,29,2
1983,29,2
1984,29,2
1985,29,2
1986,29,2
1987,29,2
1988,29,2
1989,29,2
1990,29,2
1991,29,2
1992,29,2
1993,29,2
1994,29,2
1995,29,2
1996,29,2
1997,29,2
1998,29,2
1999,29,2
2000,29,2
2001,29,2
2002,29,2
2003,29,2
2004,29,2
2005,29,2
2006,29,2
2007,29,2
2008,29,2
2009,29,2
2010,29,2
2011,29,2
2012,29,2
2013,29,2
2014,29,2
2015,29,2
2016,29,2
2017,29,2
2018,29,2
2019,29,2
2020,29,2
2021,29,2
2022,29,2
2023,29,2
2024,29,2
2025,29,2
2026,29,2
2027,29,2
2028,29,2
2029,29,2
2030,29,2
2031,29,2
2032,29,2
2033,29,2
2034,29,2
2035,29,2
2036,29,2
2037,29,2
2038,29,2
2039,29,2
2040,29,2
2041,29,2
2042,29,2
2043,29,2
2044,29,2
2045,29,2
2046,29,2
2047,29,2
2048,29,2
2049,29,2
2050,29,2
2051,29,2
2052,29,2
2053,29,2
2054,29,2
2055,29,2
2056,29,2
2057,29,2
2058,29,2
2059,29,2
2060,29,2
2061,29,2
2062,29,2
2063,29,2
2064,29,2
2065,29,2
2066,29,2
2067,29,2
2068,29,2
2069,29,2
2070,29,2
2071,29,2
2072,29,2
2073,29,2
2074,29,2
2075,29,2
2076,29,2
2077,29,2
2078,29,2
2079,29,2
2080,29,2
2081,29,2
2082,29,2
2083,29,2
2084,29,2
2085,29,2
2086,29,2
2087,29,2
2088,29,2
2089,29,2
2090,29,2
2091,29,2
2092,29,2
2093,29,2
2094,29,2
2095,29,2
2096,29,2
2097,29,2
2098,29,2
2099,29,2
2100,29,2
2101,29,2
2102,29,2
2103,29,2
2104,29,2
2105,29,2
2106,29,2
2107,29,2
2108,29,2
2109,29,2
2110,29,2
2111,29,2
2112,29,2
2113,29,2
2114,29,2
2115,29,2
2116,29,2
2117,29,2
2118,29,2
2119,29,2
2120,29,2
2121,29,2
2122,29,2
2123,29,2
2124,29,2
2125,29,2
2126,29,2
2127,29,2
2128,29,2
2129,29,2
2130,29,2
2131,29,2
2132,29,2
2133,29,2
2134,29,2
2135,29,2
2136,29,2
2137,29,2
